Date,Year,Month,Day,Weekday,Product_Category,Region,Sales_Amount,Units_Sold,Promotion_Active,Holiday,Weekend,Month_End,Sales_Amount_Capped,Quarter,Day_Of_Year,Is_Weekend,Is_Month_End,Season,Days_Since_Start,Category_Encoded,Region_Encoded,Season_Encoded
2021-01-02,2021,1,2,5,Home & Garden,South,414.18,5,False,False,True,False,414.18,1,2,1,0,Winter,1,3,2,3
2021-01-02,2021,1,2,5,Home & Garden,East,356.93,3,False,False,True,False,356.93,1,2,1,0,Winter,1,3,0,3
2021-01-02,2021,1,2,5,Home & Garden,West,344.48,5,False,False,True,False,344.48,1,2,1,0,Winter,1,3,3,3
2021-01-02,2021,1,2,5,Sports & Outdoors,North,298.95,3,False,False,True,False,298.95,1,2,1,0,Winter,1,4,1,3
2021-01-02,2021,1,2,5,Sports & Outdoors,South,405.85,7,False,False,True,False,405.85,1,2,1,0,Winter,1,4,2,3
2021-01-02,2021,1,2,5,Sports & Outdoors,East,369.74,6,False,False,True,False,369.74,1,2,1,0,Winter,1,4,0,3
2021-01-02,2021,1,2,5,Sports & Outdoors,West,367.98,5,False,False,True,False,367.98,1,2,1,0,Winter,1,4,3,3
2021-01-02,2021,1,2,5,Books,North,325.56,18,False,False,True,False,325.56,1,2,1,0,Winter,1,0,1,3
2021-01-02,2021,1,2,5,Books,South,425.81,22,False,False,True,False,425.81,1,2,1,0,Winter,1,0,2,3
2021-01-02,2021,1,2,5,Books,East,376.9,17,False,False,True,False,376.9,1,2,1,0,Winter,1,0,0,3
2021-01-02,2021,1,2,5,Books,West,382.57,17,False,False,True,False,382.57,1,2,1,0,Winter,1,0,3,3
2021-01-03,2021,1,3,6,Electronics,North,322.71,0,False,False,True,False,322.71,1,3,1,0,Winter,2,2,1,3
2021-01-03,2021,1,3,6,Electronics,South,526.81,1,True,False,True,False,526.81,1,3,1,0,Winter,2,2,2,3
2021-01-03,2021,1,3,6,Electronics,East,358.77,0,False,False,True,False,358.77,1,3,1,0,Winter,2,2,0,3
2021-01-03,2021,1,3,6,Electronics,West,341.03,0,False,False,True,False,341.03,1,3,1,0,Winter,2,2,3,3
2021-01-03,2021,1,3,6,Clothing,North,387.47,7,True,False,True,False,387.47,1,3,1,0,Winter,2,1,1,3
2021-01-03,2021,1,3,6,Clothing,South,426.14,8,False,False,True,False,426.14,1,3,1,0,Winter,2,1,2,3
2021-01-03,2021,1,3,6,Clothing,East,443.01,8,True,False,True,False,443.01,1,3,1,0,Winter,2,1,0,3
2021-01-03,2021,1,3,6,Clothing,West,347.6,6,False,False,True,False,347.6,1,3,1,0,Winter,2,1,3,3
2021-01-03,2021,1,3,6,Home & Garden,North,306.38,3,False,False,True,False,306.38,1,3,1,0,Winter,2,3,1,3
2021-01-03,2021,1,3,6,Home & Garden,South,401.31,5,False,False,True,False,401.31,1,3,1,0,Winter,2,3,2,3
2021-01-03,2021,1,3,6,Home & Garden,East,337.8,5,False,False,True,False,337.8,1,3,1,0,Winter,2,3,0,3
2021-01-03,2021,1,3,6,Home & Garden,West,343.2,5,False,False,True,False,343.2,1,3,1,0,Winter,2,3,3,3
2021-01-03,2021,1,3,6,Sports & Outdoors,North,324.48,6,False,False,True,False,324.48,1,3,1,0,Winter,2,4,1,3
2021-01-03,2021,1,3,6,Sports & Outdoors,South,401.39,5,False,False,True,False,401.39,1,3,1,0,Winter,2,4,2,3
2021-01-03,2021,1,3,6,Sports & Outdoors,East,354.3,6,False,False,True,False,354.3,1,3,1,0,Winter,2,4,0,3
2021-01-03,2021,1,3,6,Sports & Outdoors,West,369.67,7,False,False,True,False,369.67,1,3,1,0,Winter,2,4,3,3
2021-01-03,2021,1,3,6,Books,North,328.53,14,False,False,True,False,328.53,1,3,1,0,Winter,2,0,1,3
2021-01-03,2021,1,3,6,Books,South,426.24,20,False,False,True,False,426.24,1,3,1,0,Winter,2,0,2,3
2021-01-03,2021,1,3,6,Books,East,392.64,15,False,False,True,False,392.64,1,3,1,0,Winter,2,0,0,3
2021-01-03,2021,1,3,6,Books,West,391.96,19,False,False,True,False,391.96,1,3,1,0,Winter,2,0,3,3
2021-01-04,2021,1,4,0,Electronics,North,206.37,0,False,False,False,False,206.37,1,4,0,0,Winter,3,2,1,3
2021-01-04,2021,1,4,0,Electronics,South,276.72,0,False,False,False,False,276.72,1,4,0,0,Winter,3,2,2,3
2021-01-04,2021,1,4,0,Electronics,East,250.34,0,False,False,False,False,250.34,1,4,0,0,Winter,3,2,0,3
2021-01-04,2021,1,4,0,Electronics,West,257.47,0,False,False,False,False,257.47,1,4,0,0,Winter,3,2,3,3
2021-01-04,2021,1,4,0,Clothing,North,225.35,5,False,False,False,False,225.35,1,4,0,0,Winter,3,1,1,3
2021-01-04,2021,1,4,0,Clothing,South,282.11,5,False,False,False,False,282.11,1,4,0,0,Winter,3,1,2,3
2021-01-04,2021,1,4,0,Clothing,East,228.57,4,False,False,False,False,228.57,1,4,0,0,Winter,3,1,0,3
2021-01-04,2021,1,4,0,Clothing,West,315.61,5,True,False,False,False,315.61,1,4,0,0,Winter,3,1,3,3
2021-01-04,2021,1,4,0,Home & Garden,North,222.44,2,False,False,False,False,222.44,1,4,0,0,Winter,3,3,1,3
2021-01-04,2021,1,4,0,Home & Garden,South,317.02,3,False,False,False,False,317.02,1,4,0,0,Winter,3,3,2,3
2021-01-04,2021,1,4,0,Home & Garden,East,249.59,2,False,False,False,False,249.59,1,4,0,0,Winter,3,3,0,3
2021-01-04,2021,1,4,0,Home & Garden,West,255.81,3,False,False,False,False,255.81,1,4,0,0,Winter,3,3,3,3
2021-01-04,2021,1,4,0,Sports & Outdoors,North,234.94,3,False,False,False,False,234.94,1,4,0,0,Winter,3,4,1,3
2021-01-04,2021,1,4,0,Sports & Outdoors,South,293.49,5,False,False,False,False,293.49,1,4,0,0,Winter,3,4,2,3
2021-01-04,2021,1,4,0,Sports & Outdoors,East,270.26,4,False,False,False,False,270.26,1,4,0,0,Winter,3,4,0,3
2021-01-04,2021,1,4,0,Sports & Outdoors,West,234.85,3,False,False,False,False,234.85,1,4,0,0,Winter,3,4,3,3
2021-01-04,2021,1,4,0,Books,North,231.61,9,False,False,False,False,231.61,1,4,0,0,Winter,3,0,1,3
2021-01-04,2021,1,4,0,Books,South,301.35,15,False,False,False,False,301.35,1,4,0,0,Winter,3,0,2,3
2021-01-04,2021,1,4,0,Books,East,255.44,13,False,False,False,False,255.44,1,4,0,0,Winter,3,0,0,3
2021-01-04,2021,1,4,0,Books,West,277.86,12,False,False,False,False,277.86,1,4,0,0,Winter,3,0,3,3
2021-01-05,2021,1,5,1,Electronics,North,212.44,0,False,False,False,False,212.44,1,5,0,0,Winter,4,2,1,3
2021-01-05,2021,1,5,1,Electronics,South,305.37,0,False,False,False,False,305.37,1,5,0,0,Winter,4,2,2,3
2021-01-05,2021,1,5,1,Electronics,East,243.13,0,False,False,False,False,243.13,1,5,0,0,Winter,4,2,0,3
2021-01-05,2021,1,5,1,Electronics,West,248.96,0,False,False,False,False,248.96,1,5,0,0,Winter,4,2,3,3
2021-01-05,2021,1,5,1,Clothing,North,232.24,5,False,False,False,False,232.24,1,5,0,0,Winter,4,1,1,3
2021-01-05,2021,1,5,1,Clothing,South,266.55,5,False,False,False,False,266.55,1,5,0,0,Winter,4,1,2,3
2021-01-05,2021,1,5,1,Clothing,East,233.21,3,False,False,False,False,233.21,1,5,0,0,Winter,4,1,0,3
2021-01-05,2021,1,5,1,Clothing,West,255.93,5,False,False,False,False,255.93,1,5,0,0,Winter,4,1,3,3
2021-01-05,2021,1,5,1,Home & Garden,North,281.44,3,True,False,False,False,281.44,1,5,0,0,Winter,4,3,1,3
2021-01-05,2021,1,5,1,Home & Garden,South,367.43,4,True,False,False,False,367.43,1,5,0,0,Winter,4,3,2,3
2021-01-05,2021,1,5,1,Home & Garden,East,323.96,4,True,False,False,False,323.96,1,5,0,0,Winter,4,3,0,3
2021-01-05,2021,1,5,1,Home & Garden,West,256.33,3,False,False,False,False,256.33,1,5,0,0,Winter,4,3,3,3
2021-01-05,2021,1,5,1,Sports & Outdoors,North,215.28,3,False,False,False,False,215.28,1,5,0,0,Winter,4,4,1,3
2021-01-05,2021,1,5,1,Sports & Outdoors,South,286.94,5,False,False,False,False,286.94,1,5,0,0,Winter,4,4,2,3
2021-01-05,2021,1,5,1,Sports & Outdoors,East,321.2,4,True,False,False,False,321.2,1,5,0,0,Winter,4,4,0,3
2021-01-05,2021,1,5,1,Sports & Outdoors,West,244.21,3,False,False,False,False,244.21,1,5,0,0,Winter,4,4,3,3
2021-01-05,2021,1,5,1,Books,North,266.93,14,False,False,False,False,266.93,1,5,0,0,Winter,4,0,1,3
2021-01-05,2021,1,5,1,Books,South,318.1,14,False,False,False,False,318.1,1,5,0,0,Winter,4,0,2,3
2021-01-05,2021,1,5,1,Books,East,263.93,12,False,False,False,False,263.93,1,5,0,0,Winter,4,0,0,3
2021-01-05,2021,1,5,1,Books,West,288.37,15,False,False,False,False,288.37,1,5,0,0,Winter,4,0,3,3
2021-01-06,2021,1,6,2,Electronics,North,292.52,0,True,False,False,False,292.52,1,6,0,0,Winter,5,2,1,3
2021-01-06,2021,1,6,2,Electronics,South,290.01,0,False,False,False,False,290.01,1,6,0,0,Winter,5,2,2,3
2021-01-06,2021,1,6,2,Electronics,East,250.59,0,False,False,False,False,250.59,1,6,0,0,Winter,5,2,0,3
2021-01-06,2021,1,6,2,Electronics,West,244.14,0,False,False,False,False,244.14,1,6,0,0,Winter,5,2,3,3
2021-01-06,2021,1,6,2,Clothing,North,222.98,5,False,False,False,False,222.98,1,6,0,0,Winter,5,1,1,3
2021-01-06,2021,1,6,2,Clothing,South,289.75,6,False,False,False,False,289.75,1,6,0,0,Winter,5,1,2,3
2021-01-06,2021,1,6,2,Clothing,East,318.16,6,True,False,False,False,318.16,1,6,0,0,Winter,5,1,0,3
2021-01-06,2021,1,6,2,Clothing,West,272.85,5,False,False,False,False,272.85,1,6,0,0,Winter,5,1,3,3
2021-01-06,2021,1,6,2,Home & Garden,North,229.73,2,False,False,False,False,229.73,1,6,0,0,Winter,5,3,1,3
2021-01-06,2021,1,6,2,Home & Garden,South,271.37,2,False,False,False,False,271.37,1,6,0,0,Winter,5,3,2,3
2021-01-06,2021,1,6,2,Home & Garden,East,239.59,3,False,False,False,False,239.59,1,6,0,0,Winter,5,3,0,3
2021-01-06,2021,1,6,2,Home & Garden,West,259.25,4,False,False,False,False,259.25,1,6,0,0,Winter,5,3,3,3
2021-01-06,2021,1,6,2,Sports & Outdoors,North,220.98,2,False,False,False,False,220.98,1,6,0,0,Winter,5,4,1,3
2021-01-06,2021,1,6,2,Sports & Outdoors,South,294.58,5,False,False,False,False,294.58,1,6,0,0,Winter,5,4,2,3
2021-01-06,2021,1,6,2,Sports & Outdoors,East,259.96,5,False,False,False,False,259.96,1,6,0,0,Winter,5,4,0,3
2021-01-06,2021,1,6,2,Sports & Outdoors,West,253.03,4,False,False,False,False,253.03,1,6,0,0,Winter,5,4,3,3
2021-01-06,2021,1,6,2,Books,North,234.27,13,False,False,False,False,234.27,1,6,0,0,Winter,5,0,1,3
2021-01-06,2021,1,6,2,Books,South,287.77,13,False,False,False,False,287.77,1,6,0,0,Winter,5,0,2,3
2021-01-06,2021,1,6,2,Books,East,280.97,16,False,False,False,False,280.97,1,6,0,0,Winter,5,0,0,3
2021-01-06,2021,1,6,2,Books,West,260.67,14,False,False,False,False,260.67,1,6,0,0,Winter,5,0,3,3
2021-01-07,2021,1,7,3,Electronics,North,213.95,0,False,False,False,False,213.95,1,7,0,0,Winter,6,2,1,3
2021-01-07,2021,1,7,3,Electronics,South,287.08,0,False,False,False,False,287.08,1,7,0,0,Winter,6,2,2,3
2021-01-07,2021,1,7,3,Electronics,East,255.11,0,False,False,False,False,255.11,1,7,0,0,Winter,6,2,0,3
2021-01-07,2021,1,7,3,Electronics,West,239.83,0,False,False,False,False,239.83,1,7,0,0,Winter,6,2,3,3
2021-01-07,2021,1,7,3,Clothing,North,295.85,5,True,False,False,False,295.85,1,7,0,0,Winter,6,1,1,3
2021-01-07,2021,1,7,3,Clothing,South,300.81,5,False,False,False,False,300.81,1,7,0,0,Winter,6,1,2,3
2021-01-07,2021,1,7,3,Clothing,East,327.13,7,True,False,False,False,327.13,1,7,0,0,Winter,6,1,0,3
2021-01-07,2021,1,7,3,Clothing,West,261.69,6,False,False,False,False,261.69,1,7,0,0,Winter,6,1,3,3
2021-01-07,2021,1,7,3,Home & Garden,North,229.01,3,False,False,False,False,229.01,1,7,0,0,Winter,6,3,1,3
2021-01-07,2021,1,7,3,Home & Garden,South,338.89,4,False,False,False,False,338.89,1,7,0,0,Winter,6,3,2,3
2021-01-07,2021,1,7,3,Home & Garden,East,265.81,4,False,False,False,False,265.81,1,7,0,0,Winter,6,3,0,3
2021-01-07,2021,1,7,3,Home & Garden,West,327.46,4,True,False,False,False,327.46,1,7,0,0,Winter,6,3,3,3
2021-01-07,2021,1,7,3,Sports & Outdoors,North,215.44,3,False,False,False,False,215.44,1,7,0,0,Winter,6,4,1,3
2021-01-07,2021,1,7,3,Sports & Outdoors,South,281.83,3,False,False,False,False,281.83,1,7,0,0,Winter,6,4,2,3
2021-01-07,2021,1,7,3,Sports & Outdoors,East,355.16,5,True,False,False,False,355.16,1,7,0,0,Winter,6,4,0,3
2021-01-07,2021,1,7,3,Sports & Outdoors,West,230.88,3,False,False,False,False,230.88,1,7,0,0,Winter,6,4,3,3
2021-01-07,2021,1,7,3,Books,North,299.16,12,True,False,False,False,299.16,1,7,0,0,Winter,6,0,1,3
2021-01-07,2021,1,7,3,Books,South,328.94,16,False,False,False,False,328.94,1,7,0,0,Winter,6,0,2,3
2021-01-07,2021,1,7,3,Books,East,268.57,14,False,False,False,False,268.57,1,7,0,0,Winter,6,0,0,3
2021-01-07,2021,1,7,3,Books,West,359.99,15,True,False,False,False,359.99,1,7,0,0,Winter,6,0,3,3
2021-01-08,2021,1,8,4,Electronics,North,224.94,0,False,False,False,False,224.94,1,8,0,0,Winter,7,2,1,3
2021-01-08,2021,1,8,4,Electronics,South,276.33,0,False,False,False,False,276.33,1,8,0,0,Winter,7,2,2,3
2021-01-08,2021,1,8,4,Electronics,East,229.21,0,False,False,False,False,229.21,1,8,0,0,Winter,7,2,0,3
2021-01-08,2021,1,8,4,Electronics,West,257.41,0,False,False,False,False,257.41,1,8,0,0,Winter,7,2,3,3
2021-01-08,2021,1,8,4,Clothing,North,216.27,3,False,False,False,False,216.27,1,8,0,0,Winter,7,1,1,3
2021-01-08,2021,1,8,4,Clothing,South,284.97,6,False,False,False,False,284.97,1,8,0,0,Winter,7,1,2,3
2021-01-08,2021,1,8,4,Clothing,East,262.37,5,False,False,False,False,262.37,1,8,0,0,Winter,7,1,0,3
2021-01-08,2021,1,8,4,Clothing,West,266.98,4,False,False,False,False,266.98,1,8,0,0,Winter,7,1,3,3
2021-01-08,2021,1,8,4,Home & Garden,North,218.44,2,False,False,False,False,218.44,1,8,0,0,Winter,7,3,1,3
2021-01-08,2021,1,8,4,Home & Garden,South,275.48,3,False,False,False,False,275.48,1,8,0,0,Winter,7,3,2,3
2021-01-08,2021,1,8,4,Home & Garden,East,238.24,3,False,False,False,False,238.24,1,8,0,0,Winter,7,3,0,3
2021-01-08,2021,1,8,4,Home & Garden,West,265.94,3,False,False,False,False,265.94,1,8,0,0,Winter,7,3,3,3
2021-01-08,2021,1,8,4,Sports & Outdoors,North,248.56,4,False,False,False,False,248.56,1,8,0,0,Winter,7,4,1,3
2021-01-08,2021,1,8,4,Sports & Outdoors,South,300.76,4,False,False,False,False,300.76,1,8,0,0,Winter,7,4,2,3
2021-01-08,2021,1,8,4,Sports & Outdoors,East,339.41,4,True,False,False,False,339.41,1,8,0,0,Winter,7,4,0,3
2021-01-08,2021,1,8,4,Sports & Outdoors,West,246.32,3,False,False,False,False,246.32,1,8,0,0,Winter,7,4,3,3
2021-01-08,2021,1,8,4,Books,North,251.03,12,False,False,False,False,251.03,1,8,0,0,Winter,7,0,1,3
2021-01-08,2021,1,8,4,Books,South,324.67,13,False,False,False,False,324.67,1,8,0,0,Winter,7,0,2,3
2021-01-08,2021,1,8,4,Books,East,233.85,10,False,False,False,False,233.85,1,8,0,0,Winter,7,0,0,3
2021-01-08,2021,1,8,4,Books,West,264.78,12,False,False,False,False,264.78,1,8,0,0,Winter,7,0,3,3
2021-01-09,2021,1,9,5,Electronics,North,425.91,0,True,False,True,False,425.91,1,9,1,0,Winter,8,2,1,3
2021-01-09,2021,1,9,5,Electronics,South,372.26,0,False,False,True,False,372.26,1,9,1,0,Winter,8,2,2,3
2021-01-09,2021,1,9,5,Electronics,East,383.77,0,False,False,True,False,383.77,1,9,1,0,Winter,8,2,0,3
2021-01-09,2021,1,9,5,Electronics,West,332.27,0,False,False,True,False,332.27,1,9,1,0,Winter,8,2,3,3
2021-01-09,2021,1,9,5,Clothing,North,300.71,4,False,False,True,False,300.71,1,9,1,0,Winter,8,1,1,3
2021-01-09,2021,1,9,5,Clothing,South,514.71,10,True,False,True,False,514.71,1,9,1,0,Winter,8,1,2,3
2021-01-09,2021,1,9,5,Clothing,East,360.6,8,False,False,True,False,360.6,1,9,1,0,Winter,8,1,0,3
2021-01-09,2021,1,9,5,Clothing,West,352.42,7,False,False,True,False,352.42,1,9,1,0,Winter,8,1,3,3
2021-01-09,2021,1,9,5,Home & Garden,North,338.85,4,False,False,True,False,338.85,1,9,1,0,Winter,8,3,1,3
2021-01-09,2021,1,9,5,Home & Garden,South,468.56,6,True,False,True,False,468.56,1,9,1,0,Winter,8,3,2,3
2021-01-09,2021,1,9,5,Home & Garden,East,354.06,5,False,False,True,False,354.06,1,9,1,0,Winter,8,3,0,3
2021-01-09,2021,1,9,5,Home & Garden,West,367.26,5,False,False,True,False,367.26,1,9,1,0,Winter,8,3,3,3
2021-01-09,2021,1,9,5,Sports & Outdoors,North,319.89,4,False,False,True,False,319.89,1,9,1,0,Winter,8,4,1,3
2021-01-09,2021,1,9,5,Sports & Outdoors,South,388.99,6,False,False,True,False,388.99,1,9,1,0,Winter,8,4,2,3
2021-01-09,2021,1,9,5,Sports & Outdoors,East,347.91,4,False,False,True,False,347.91,1,9,1,0,Winter,8,4,0,3
2021-01-09,2021,1,9,5,Sports & Outdoors,West,373.71,6,False,False,True,False,373.71,1,9,1,0,Winter,8,4,3,3
2021-01-09,2021,1,9,5,Books,North,449.97,24,True,False,True,False,449.97,1,9,1,0,Winter,8,0,1,3
2021-01-09,2021,1,9,5,Books,South,445.17,24,False,False,True,False,445.17,1,9,1,0,Winter,8,0,2,3
2021-01-09,2021,1,9,5,Books,East,375.23,20,False,False,True,False,375.23,1,9,1,0,Winter,8,0,0,3
2021-01-09,2021,1,9,5,Books,West,380.5,21,False,False,True,False,380.5,1,9,1,0,Winter,8,0,3,3
2021-01-10,2021,1,10,6,Electronics,North,315.5,0,False,False,True,False,315.5,1,10,1,0,Winter,9,2,1,3
2021-01-10,2021,1,10,6,Electronics,South,404.33,0,False,False,True,False,404.33,1,10,1,0,Winter,9,2,2,3
2021-01-10,2021,1,10,6,Electronics,East,368.72,0,False,False,True,False,368.72,1,10,1,0,Winter,9,2,0,3
2021-01-10,2021,1,10,6,Electronics,West,444.09,0,True,False,True,False,444.09,1,10,1,0,Winter,9,2,3,3
2021-01-10,2021,1,10,6,Clothing,North,330.26,5,False,False,True,False,330.26,1,10,1,0,Winter,9,1,1,3
2021-01-10,2021,1,10,6,Clothing,South,420.09,9,False,False,True,False,420.09,1,10,1,0,Winter,9,1,2,3
2021-01-10,2021,1,10,6,Clothing,East,383.95,7,False,False,True,False,383.95,1,10,1,0,Winter,9,1,0,3
2021-01-10,2021,1,10,6,Clothing,West,360.8,8,False,False,True,False,360.8,1,10,1,0,Winter,9,1,3,3
2021-01-10,2021,1,10,6,Home & Garden,North,319.75,5,False,False,True,False,319.75,1,10,1,0,Winter,9,3,1,3
2021-01-10,2021,1,10,6,Home & Garden,South,397.86,5,False,False,True,False,397.86,1,10,1,0,Winter,9,3,2,3
2021-01-10,2021,1,10,6,Home & Garden,East,342.93,4,False,False,True,False,342.93,1,10,1,0,Winter,9,3,0,3
2021-01-10,2021,1,10,6,Home & Garden,West,394.96,4,False,False,True,False,394.96,1,10,1,0,Winter,9,3,3,3
2021-01-10,2021,1,10,6,Sports & Outdoors,North,334.64,6,False,False,True,False,334.64,1,10,1,0,Winter,9,4,1,3
2021-01-10,2021,1,10,6,Sports & Outdoors,South,418.53,7,False,False,True,False,418.53,1,10,1,0,Winter,9,4,2,3
2021-01-10,2021,1,10,6,Sports & Outdoors,East,359.24,4,False,False,True,False,359.24,1,10,1,0,Winter,9,4,0,3
2021-01-10,2021,1,10,6,Sports & Outdoors,West,343.33,5,False,False,True,False,343.33,1,10,1,0,Winter,9,4,3,3
2021-01-10,2021,1,10,6,Books,North,361.98,17,False,False,True,False,361.98,1,10,1,0,Winter,9,0,1,3
2021-01-10,2021,1,10,6,Books,South,545.07,23,True,False,True,False,545.07,1,10,1,0,Winter,9,0,2,3
2021-01-10,2021,1,10,6,Books,East,400.32,20,False,False,True,False,400.32,1,10,1,0,Winter,9,0,0,3
2021-01-10,2021,1,10,6,Books,West,381.16,16,False,False,True,False,381.16,1,10,1,0,Winter,9,0,3,3
2021-01-11,2021,1,11,0,Electronics,North,228.95,0,False,False,False,False,228.95,1,11,0,0,Winter,10,2,1,3
2021-01-11,2021,1,11,0,Electronics,South,280.57,0,False,False,False,False,280.57,1,11,0,0,Winter,10,2,2,3
2021-01-11,2021,1,11,0,Electronics,East,250.97,0,False,False,False,False,250.97,1,11,0,0,Winter,10,2,0,3
2021-01-11,2021,1,11,0,Electronics,West,260.0,0,False,False,False,False,260.0,1,11,0,0,Winter,10,2,3,3
2021-01-11,2021,1,11,0,Clothing,North,210.78,4,False,False,False,False,210.78,1,11,0,0,Winter,10,1,1,3
2021-01-11,2021,1,11,0,Clothing,South,268.85,6,False,False,False,False,268.85,1,11,0,0,Winter,10,1,2,3
2021-01-11,2021,1,11,0,Clothing,East,248.94,5,False,False,False,False,248.94,1,11,0,0,Winter,10,1,0,3
2021-01-11,2021,1,11,0,Clothing,West,319.32,6,True,False,False,False,319.32,1,11,0,0,Winter,10,1,3,3
2021-01-11,2021,1,11,0,Home & Garden,North,234.9,2,False,False,False,False,234.9,1,11,0,0,Winter,10,3,1,3
2021-01-11,2021,1,11,0,Home & Garden,South,284.38,3,False,False,False,False,284.38,1,11,0,0,Winter,10,3,2,3
2021-01-11,2021,1,11,0,Home & Garden,East,255.72,2,False,False,False,False,255.72,1,11,0,0,Winter,10,3,0,3
2021-01-11,2021,1,11,0,Home & Garden,West,252.27,2,False,False,False,False,252.27,1,11,0,0,Winter,10,3,3,3
2021-01-11,2021,1,11,0,Sports & Outdoors,North,230.22,4,False,False,False,False,230.22,1,11,0,0,Winter,10,4,1,3
2021-01-11,2021,1,11,0,Sports & Outdoors,South,276.42,4,False,False,False,False,276.42,1,11,0,0,Winter,10,4,2,3
2021-01-11,2021,1,11,0,Sports & Outdoors,East,256.06,3,False,False,False,False,256.06,1,11,0,0,Winter,10,4,0,3
2021-01-11,2021,1,11,0,Sports & Outdoors,West,262.63,5,False,False,False,False,262.63,1,11,0,0,Winter,10,4,3,3
2021-01-11,2021,1,11,0,Books,North,249.78,10,False,False,False,False,249.78,1,11,0,0,Winter,10,0,1,3
2021-01-11,2021,1,11,0,Books,South,314.58,16,False,False,False,False,314.58,1,11,0,0,Winter,10,0,2,3
2021-01-11,2021,1,11,0,Books,East,281.04,14,False,False,False,False,281.04,1,11,0,0,Winter,10,0,0,3
2021-01-11,2021,1,11,0,Books,West,287.69,15,False,False,False,False,287.69,1,11,0,0,Winter,10,0,3,3
2021-01-12,2021,1,12,1,Electronics,North,251.18,0,False,False,False,False,251.18,1,12,0,0,Winter,11,2,1,3
